,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay,datetime
861,12,4638,243,154,3,380,49,0,2022-07-12 00:00:00.861
862,12,4667,279,261,3,380,154,1,2022-07-12 00:00:00.862
863,12,6454,195,208,3,380,55,0,2022-07-12 00:00:00.863
864,12,6701,99,79,3,380,128,0,2022-07-12 00:00:00.864
865,12,6832,246,253,3,380,88,0,2022-07-12 00:00:00.865
866,12,6974,126,79,3,380,67,1,2022-07-12 00:00:00.866
867,13,143,277,208,3,380,170,0,2022-07-12 00:00:00.867
868,13,353,154,153,3,380,80,0,2022-07-12 00:00:00.868
869,13,381,22,208,3,380,161,0,2022-07-12 00:00:00.869
870,13,658,258,79,3,380,156,0,2022-07-12 00:00:00.870
871,14,1434,183,60,3,380,126,0,2022-07-12 00:00:00.871
872,14,542,258,217,3,380,113,0,2022-07-12 00:00:00.872
873,15,1329,207,262,3,380,90,0,2022-07-12 00:00:00.873
874,15,1472,79,154,3,380,155,0,2022-07-12 00:00:00.874
875,15,1566,12,45,3,380,95,1,2022-07-12 00:00:00.875
876,15,1591,216,35,3,380,80,0,2022-07-12 00:00:00.876
877,15,220,27,129,3,380,115,0,2022-07-12 00:00:00.877
878,15,2552,236,153,3,380,80,1,2022-07-12 00:00:00.878
879,15,496,214,79,3,380,145,1,2022-07-12 00:00:00.879
880,15,758,75,162,3,380,60,0,2022-07-12 00:00:00.880
881,15,831,216,175,3,380,135,1,2022-07-12 00:00:00.881
882,15,909,87,45,3,380,130,0,2022-07-12 00:00:00.882
883,16,2208,172,96,3,380,157,0,2022-07-12 00:00:00.883
884,16,2788,71,96,3,380,112,0,2022-07-12 00:00:00.884
885,17,2934,24,217,3,380,92,1,2022-07-12 00:00:00.885
886,8,1435,215,35,3,381,89,1,2022-07-12 00:00:00.886
887,9,105,203,128,3,381,33,0,2022-07-12 00:00:00.887
888,13,132,214,208,3,381,234,0,2022-07-12 00:00:00.888
889,13,73,243,253,3,382,103,0,2022-07-12 00:00:00.889
890,5,1241,121,16,3,383,63,1,2022-07-12 00:00:00.890
891,9,101,143,128,3,383,49,0,2022-07-12 00:00:00.891
892,13,91,96,253,3,383,393,0,2022-07-12 00:00:00.892
893,16,2164,221,96,3,383,83,0,2022-07-12 00:00:00.893
894,5,1260,111,261,3,384,110,1,2022-07-12 00:00:00.894
895,12,6727,199,79,3,384,63,0,2022-07-12 00:00:00.895
896,0,3928,218,85,3,385,93,0,2022-07-12 00:00:00.896
897,1,1361,132,80,3,385,135,0,2022-07-12 00:00:00.897
898,1,1462,172,208,3,385,95,0,2022-07-12 00:00:00.898
899,1,2042,80,104,3,385,150,0,2022-07-12 00:00:00.899
900,1,404,183,173,3,385,60,0,2022-07-12 00:00:00.900
901,1,419,35,80,3,385,270,0,2022-07-12 00:00:00.901
902,1,509,85,80,3,385,185,0,2022-07-12 00:00:00.902
903,1,608,243,80,3,385,185,0,2022-07-12 00:00:00.903
904,1,810,253,208,3,385,255,0,2022-07-12 00:00:00.904
905,2,304,252,253,3,385,133,0,2022-07-12 00:00:00.905
906,3,110,198,148,3,385,163,0,2022-07-12 00:00:00.906
907,4,1087,173,135,3,385,150,0,2022-07-12 00:00:00.907
908,4,1437,277,135,3,385,142,1,2022-07-12 00:00:00.908
909,4,625,96,58,3,385,100,0,2022-07-12 00:00:00.909
910,4,651,18,96,3,385,205,0,2022-07-12 00:00:00.910
911,4,724,58,96,3,385,83,0,2022-07-12 00:00:00.911
912,5,1092,277,85,3,385,169,0,2022-07-12 00:00:00.912
913,5,1192,262,261,3,385,103,0,2022-07-12 00:00:00.913
914,5,1592,243,16,3,385,249,0,2022-07-12 00:00:00.914
915,5,2163,78,197,3,385,173,0,2022-07-12 00:00:00.915
916,5,2258,233,197,3,385,184,0,2022-07-12 00:00:00.916
917,5,2283,47,16,3,385,78,1,2022-07-12 00:00:00.917
918,5,2728,236,261,3,385,92,0,2022-07-12 00:00:00.918
919,5,2938,16,78,3,385,94,0,2022-07-12 00:00:00.919
920,6,7305,132,177,3,385,67,0,2022-07-12 00:00:00.920
921,6,7372,116,177,3,385,83,1,2022-07-12 00:00:00.921
922,7,71,85,79,3,385,189,0,2022-07-12 00:00:00.922
923,7,790,214,79,3,385,144,1,2022-07-12 00:00:00.923
924,8,431,184,16,3,385,129,0,2022-07-12 00:00:00.924
925,8,516,61,16,3,385,108,0,2022-07-12 00:00:00.925
926,10,2782,157,80,3,385,160,1,2022-07-12 00:00:00.926
927,10,2830,223,80,3,385,125,0,2022-07-12 00:00:00.927
928,10,4375,78,233,3,385,65,0,2022-07-12 00:00:00.928
929,10,4464,159,35,3,385,65,0,2022-07-12 00:00:00.929
930,11,6421,96,71,3,385,140,1,2022-07-12 00:00:00.930
931,12,4489,65,261,3,385,95,0,2022-07-12 00:00:00.931
932,12,4551,232,261,3,385,101,1,2022-07-12 00:00:00.932
933,12,4624,100,261,3,385,104,1,2022-07-12 00:00:00.933
934,12,4645,40,261,3,385,73,1,2022-07-12 00:00:00.934
935,12,4714,67,261,3,385,73,0,2022-07-12 00:00:00.935
936,12,4840,28,261,3,385,80,0,2022-07-12 00:00:00.936
937,12,6401,93,253,3,385,96,0,2022-07-12 00:00:00.937
938,12,6547,135,208,3,385,151,0,2022-07-12 00:00:00.938
939,14,1019,228,60,3,385,143,0,2022-07-12 00:00:00.939
940,14,1656,43,60,3,385,116,0,2022-07-12 00:00:00.940
941,14,220,243,217,3,385,84,0,2022-07-12 00:00:00.941
942,14,375,148,60,3,385,120,0,2022-07-12 00:00:00.942
943,15,1019,253,154,3,385,75,0,2022-07-12 00:00:00.943
944,15,1093,43,45,3,385,90,0,2022-07-12 00:00:00.944
945,15,1633,153,280,3,385,75,0,2022-07-12 00:00:00.945
946,15,205,244,175,3,385,155,0,2022-07-12 00:00:00.946
947,15,2102,153,258,3,385,85,0,2022-07-12 00:00:00.947
948,15,219,262,153,3,385,80,0,2022-07-12 00:00:00.948
949,15,264,79,268,3,385,120,0,2022-07-12 00:00:00.949
950,15,3073,228,45,3,385,90,1,2022-07-12 00:00:00.950
951,15,370,214,258,3,385,105,0,2022-07-12 00:00:00.951
952,15,550,217,258,3,385,125,0,2022-07-12 00:00:00.952
953,15,579,154,202,3,385,80,0,2022-07-12 00:00:00.953
954,15,609,2,217,3,385,80,0,2022-07-12 00:00:00.954
955,15,703,75,279,3,385,60,0,2022-07-12 00:00:00.955
956,15,734,79,172,3,385,105,1,2022-07-12 00:00:00.956
957,15,792,85,33,3,385,105,1,2022-07-12 00:00:00.957
958,15,863,198,129,3,385,75,0,2022-07-12 00:00:00.958
959,15,8,131,129,3,385,60,0,2022-07-12 00:00:00.959
960,16,2094,85,96,3,385,97,0,2022-07-12 00:00:00.960
961,16,2169,96,61,3,385,114,0,2022-07-12 00:00:00.961
962,16,2377,84,135,3,385,150,0,2022-07-12 00:00:00.962
963,16,2419,60,58,3,385,92,0,2022-07-12 00:00:00.963
964,16,2563,96,268,3,385,172,1,2022-07-12 00:00:00.964
965,16,2660,290,135,3,385,104,1,2022-07-12 00:00:00.965
966,16,2927,78,58,3,385,72,1,2022-07-12 00:00:00.966
967,16,5973,281,208,3,385,79,0,2022-07-12 00:00:00.967
968,17,2702,248,217,3,385,94,0,2022-07-12 00:00:00.968
969,17,2903,246,217,3,385,91,0,2022-07-12 00:00:00.969
970,12,6828,236,253,3,386,69,0,2022-07-12 00:00:00.970
971,16,3067,228,96,3,386,64,0,2022-07-12 00:00:00.971
972,13,491,204,79,3,387,113,0,2022-07-12 00:00:00.972
973,0,3931,171,197,3,388,102,0,2022-07-12 00:00:00.973
974,8,234,234,16,3,388,107,0,2022-07-12 00:00:00.974
975,12,6517,280,154,3,388,95,0,2022-07-12 00:00:00.975
976,12,6933,208,152,3,388,49,0,2022-07-12 00:00:00.976
977,16,2821,209,58,3,388,107,1,2022-07-12 00:00:00.977
978,16,2921,119,135,3,388,182,0,2022-07-12 00:00:00.978
979,12,6243,244,154,3,389,201,0,2022-07-12 00:00:00.979
980,12,6564,65,79,3,389,49,0,2022-07-12 00:00:00.980
981,16,2183,96,139,3,389,139,0,2022-07-12 00:00:00.981
982,16,2437,96,233,3,389,104,0,2022-07-12 00:00:00.982
983,16,2549,96,71,3,389,131,0,2022-07-12 00:00:00.983
984,0,3669,254,177,3,390,75,1,2022-07-12 00:00:00.984
985,0,3778,66,177,3,390,82,0,2022-07-12 00:00:00.985
986,0,3890,82,85,3,390,112,0,2022-07-12 00:00:00.986
987,0,3970,27,177,3,390,68,0,2022-07-12 00:00:00.987
988,0,3974,281,85,3,390,82,0,2022-07-12 00:00:00.988
989,0,4001,208,177,3,390,115,1,2022-07-12 00:00:00.989
990,0,4014,139,85,3,390,80,0,2022-07-12 00:00:00.990
991,0,4117,238,16,3,390,145,1,2022-07-12 00:00:00.991
992,0,4211,268,177,3,390,75,0,2022-07-12 00:00:00.992
993,0,4251,233,71,3,390,100,0,2022-07-12 00:00:00.993
994,1,1083,134,80,3,390,210,0,2022-07-12 00:00:00.994
995,1,1182,154,18,3,390,175,0,2022-07-12 00:00:00.995
996,1,1637,173,208,3,390,185,0,2022-07-12 00:00:00.996
997,1,201,148,154,3,390,385,0,2022-07-12 00:00:00.997
998,1,2401,80,154,3,390,205,0,2022-07-12 00:00:00.998
999,1,851,279,208,3,390,120,0,2022-07-12 00:00:00.999
1000,2,232,252,243,3,390,154,0,2022-07-12 00:00:01.000
1001,2,493,243,252,3,390,183,0,2022-07-12 00:00:01.001
1002,2,502,252,264,3,390,161,0,2022-07-12 00:00:01.002
1003,3,1012,148,35,3,390,65,0,2022-07-12 00:00:01.003
1004,3,1790,78,35,3,390,85,0,2022-07-12 00:00:01.004
1005,3,591,130,173,3,390,164,0,2022-07-12 00:00:01.005
1006,3,921,35,208,3,390,169,0,2022-07-12 00:00:01.006
1007,4,1116,96,35,3,390,72,0,2022-07-12 00:00:01.007
1008,4,1121,35,96,3,390,81,0,2022-07-12 00:00:01.008
1009,4,338,96,183,3,390,187,1,2022-07-12 00:00:01.009
1010,4,350,96,18,3,390,260,1,2022-07-12 00:00:01.010
1011,4,501,139,135,3,390,147,0,2022-07-12 00:00:01.011
1012,4,561,244,96,3,390,212,0,2022-07-12 00:00:01.012
1013,5,1162,33,16,3,390,90,0,2022-07-12 00:00:01.013
1014,5,1209,35,261,3,390,342,1,2022-07-12 00:00:01.014
1015,5,1254,223,16,3,390,83,1,2022-07-12 00:00:01.015
1016,5,132,253,148,3,390,330,0,2022-07-12 00:00:01.016
1017,5,1370,159,35,3,390,69,0,2022-07-12 00:00:01.017
1018,5,1373,35,159,3,390,82,0,2022-07-12 00:00:01.018
1019,5,1418,173,16,3,390,94,0,2022-07-12 00:00:01.019
1020,5,1758,54,16,3,390,75,0,2022-07-12 00:00:01.020
1021,5,1871,34,261,3,390,70,1,2022-07-12 00:00:01.021
1022,5,1981,197,177,3,390,125,1,2022-07-12 00:00:01.022
1023,5,2061,216,16,3,390,140,1,2022-07-12 00:00:01.023
1024,5,246,154,148,3,390,320,0,2022-07-12 00:00:01.024
1025,5,2504,245,16,3,390,74,0,2022-07-12 00:00:01.025
1026,5,2613,285,16,3,390,64,0,2022-07-12 00:00:01.026
1027,5,2700,258,197,3,390,228,0,2022-07-12 00:00:01.027
1028,5,2724,29,197,3,390,79,1,2022-07-12 00:00:01.028
1029,5,2826,147,16,3,390,89,0,2022-07-12 00:00:01.029
1030,5,2853,132,16,3,390,80,0,2022-07-12 00:00:01.030
1031,5,2956,243,148,3,390,324,0,2022-07-12 00:00:01.031
1032,5,2960,183,16,3,390,127,0,2022-07-12 00:00:01.032
1033,6,5078,41,177,3,390,76,0,2022-07-12 00:00:01.033
1034,6,5272,190,177,3,390,76,0,2022-07-12 00:00:01.034
1035,6,5413,17,16,3,390,138,1,2022-07-12 00:00:01.035
1036,6,5590,290,177,3,390,66,0,2022-07-12 00:00:01.036
1037,6,5600,288,16,3,390,90,1,2022-07-12 00:00:01.037
1038,6,7311,188,177,3,390,70,1,2022-07-12 00:00:01.038
1039,6,7320,256,177,3,390,66,0,2022-07-12 00:00:01.039
1040,6,7360,146,177,3,390,64,0,2022-07-12 00:00:01.040
1041,7,416,154,79,3,390,140,0,2022-07-12 00:00:01.041
1042,7,510,243,79,3,390,143,0,2022-07-12 00:00:01.042
1043,8,100,80,16,3,390,125,0,2022-07-12 00:00:01.043
1044,8,1270,76,173,3,390,146,1,2022-07-12 00:00:01.044
1045,8,260,78,184,3,390,125,0,2022-07-12 00:00:01.045
1046,8,409,139,16,3,390,104,1,2022-07-12 00:00:01.046
1047,8,715,48,159,3,390,98,1,2022-07-12 00:00:01.047
1048,8,805,45,35,3,390,82,0,2022-07-12 00:00:01.048
1049,8,923,172,16,3,390,125,0,2022-07-12 00:00:01.049
1050,10,2738,121,80,3,390,175,0,2022-07-12 00:00:01.050
1051,10,2935,195,80,3,390,160,0,2022-07-12 00:00:01.051
1052,10,2943,80,71,3,390,130,0,2022-07-12 00:00:01.052
1053,10,3007,246,154,3,390,45,1,2022-07-12 00:00:01.053
1054,10,3203,80,13,3,390,75,0,2022-07-12 00:00:01.054
1055,10,3307,80,68,3,390,80,0,2022-07-12 00:00:01.055
1056,10,3322,120,80,3,390,200,0,2022-07-12 00:00:01.056
1057,10,3393,80,184,3,390,140,0,2022-07-12 00:00:01.057
1058,10,3534,162,80,3,390,80,0,2022-07-12 00:00:01.058
1059,10,3614,58,183,3,390,185,0,2022-07-12 00:00:01.059
1060,10,3665,221,183,3,390,180,1,2022-07-12 00:00:01.060
1061,10,3923,107,208,3,390,105,0,2022-07-12 00:00:01.061
1062,10,4069,32,208,3,390,50,1,2022-07-12 00:00:01.062
1063,10,4174,43,208,3,390,120,0,2022-07-12 00:00:01.063
1064,10,4187,84,208,3,390,85,1,2022-07-12 00:00:01.064
1065,10,4436,33,78,3,390,105,0,2022-07-12 00:00:01.065
1066,10,4652,16,159,3,390,120,0,2022-07-12 00:00:01.066
1067,11,6276,69,85,3,390,79,1,2022-07-12 00:00:01.067
1068,11,6417,76,197,3,390,144,0,2022-07-12 00:00:01.068
1069,11,6597,148,71,3,390,135,0,2022-07-12 00:00:01.069
1070,11,6658,61,78,3,390,81,0,2022-07-12 00:00:01.070
1071,12,4575,204,261,3,390,142,1,2022-07-12 00:00:01.071
1072,12,4629,224,261,3,390,90,0,2022-07-12 00:00:01.072
1073,12,4657,157,197,3,390,130,1,2022-07-12 00:00:01.073
1074,12,4671,196,261,3,390,82,0,2022-07-12 00:00:01.074
1075,12,4762,227,261,3,390,102,1,2022-07-12 00:00:01.075
1076,12,4826,99,261,3,390,145,1,2022-07-12 00:00:01.076
1077,12,4881,184,177,3,390,115,0,2022-07-12 00:00:01.077
1078,12,7011,263,154,3,390,57,0,2022-07-12 00:00:01.078
1079,12,7800,282,261,3,390,55,0,2022-07-12 00:00:01.079
1080,13,837,80,253,3,390,241,0,2022-07-12 00:00:01.080
1081,13,89,228,208,3,390,165,0,2022-07-12 00:00:01.081
1082,14,1085,153,60,3,390,245,0,2022-07-12 00:00:01.082
1083,14,1210,80,216,3,390,185,0,2022-07-12 00:00:01.083
1084,14,1293,35,216,3,390,93,0,2022-07-12 00:00:01.084
1085,14,1525,104,60,3,390,115,0,2022-07-12 00:00:01.085
1086,14,1539,159,60,3,390,127,1,2022-07-12 00:00:01.086
1087,14,1592,16,216,3,390,115,0,2022-07-12 00:00:01.087
1088,14,1613,96,60,3,390,124,1,2022-07-12 00:00:01.088
1089,14,1744,60,216,3,390,97,0,2022-07-12 00:00:01.089
1090,14,1800,213,60,3,390,112,0,2022-07-12 00:00:01.090
1091,14,183,207,217,3,390,75,0,2022-07-12 00:00:01.091
1092,14,2020,78,35,3,390,79,0,2022-07-12 00:00:01.092
1093,14,250,243,217,3,390,84,1,2022-07-12 00:00:01.093
1094,14,522,96,217,3,390,345,0,2022-07-12 00:00:01.094
1095,14,567,154,217,3,390,80,0,2022-07-12 00:00:01.095
1096,14,57,153,217,3,390,74,0,2022-07-12 00:00:01.096
1097,14,654,148,217,3,390,349,1,2022-07-12 00:00:01.097
1098,14,680,217,60,3,390,225,1,2022-07-12 00:00:01.098
1099,14,700,154,216,3,390,300,1,2022-07-12 00:00:01.099
1100,14,829,85,60,3,390,103,0,2022-07-12 00:00:01.100
1101,15,1092,175,268,3,390,65,0,2022-07-12 00:00:01.101
1102,15,1107,162,268,3,390,70,1,2022-07-12 00:00:01.102
1103,15,1127,18,75,3,390,55,0,2022-07-12 00:00:01.103
1104,15,1254,280,79,3,390,115,1,2022-07-12 00:00:01.104
1105,15,1326,182,175,3,390,165,1,2022-07-12 00:00:01.105
1106,15,1585,175,61,3,390,70,1,2022-07-12 00:00:01.106
1107,15,1683,243,258,3,390,90,0,2022-07-12 00:00:01.107
1108,15,1751,129,268,3,390,115,0,2022-07-12 00:00:01.108
1109,15,1868,205,175,3,390,85,1,2022-07-12 00:00:01.109
1110,15,201,75,129,3,390,60,0,2022-07-12 00:00:01.110
1111,15,2264,33,45,3,390,100,0,2022-07-12 00:00:01.111
1112,15,2442,75,18,3,390,55,0,2022-07-12 00:00:01.112
1113,15,2459,204,79,3,390,100,1,2022-07-12 00:00:01.113
1114,15,249,258,154,3,390,75,1,2022-07-12 00:00:01.114
1115,15,250,104,173,3,390,55,0,2022-07-12 00:00:01.115
1116,15,2990,258,264,3,390,75,0,2022-07-12 00:00:01.116
1117,15,2,129,75,3,390,55,1,2022-07-12 00:00:01.117
1118,15,324,111,79,3,390,135,1,2022-07-12 00:00:01.118
1119,15,3485,58,33,3,390,100,0,2022-07-12 00:00:01.119
1120,15,459,207,79,3,390,135,1,2022-07-12 00:00:01.120
1121,15,535,141,175,3,390,155,0,2022-07-12 00:00:01.121
1122,15,760,228,175,3,390,165,0,2022-07-12 00:00:01.122
1123,15,779,45,173,3,390,140,1,2022-07-12 00:00:01.123
1124,15,900,243,217,3,390,75,0,2022-07-12 00:00:01.124
1125,15,971,153,207,3,390,55,0,2022-07-12 00:00:01.125
1126,16,2149,75,135,3,390,58,0,2022-07-12 00:00:01.126
1127,16,2187,96,197,3,390,192,0,2022-07-12 00:00:01.127
1128,16,2281,223,135,3,390,100,0,2022-07-12 00:00:01.128
1129,16,2327,136,135,3,390,107,0,2022-07-12 00:00:01.129
1130,16,2392,132,135,3,390,119,0,2022-07-12 00:00:01.130
1131,16,2458,96,33,3,390,154,0,2022-07-12 00:00:01.131
1132,16,2684,177,135,3,390,104,0,2022-07-12 00:00:01.132
1133,16,2719,118,135,3,390,60,1,2022-07-12 00:00:01.133
1134,16,2959,190,135,3,390,94,0,2022-07-12 00:00:01.134
1135,16,3017,288,135,3,390,114,0,2022-07-12 00:00:01.135
1136,16,3030,68,135,3,390,59,1,2022-07-12 00:00:01.136
1137,17,2601,58,60,3,390,102,0,2022-07-12 00:00:01.137
1138,17,2816,100,217,3,390,96,0,2022-07-12 00:00:01.138
1139,3,1250,134,35,3,391,89,0,2022-07-12 00:00:01.139
1140,13,187,134,253,3,391,368,1,2022-07-12 00:00:01.140
1141,13,530,208,197,3,391,94,0,2022-07-12 00:00:01.141
1142,13,61,135,253,3,391,261,0,2022-07-12 00:00:01.142
1143,13,636,208,221,3,391,88,0,2022-07-12 00:00:01.143
1144,11,6457,209,71,3,392,121,0,2022-07-12 00:00:01.144
1145,16,5985,33,208,3,392,107,0,2022-07-12 00:00:01.145
1146,12,6301,236,154,3,393,86,0,2022-07-12 00:00:01.146
1147,12,6500,258,154,3,393,77,0,2022-07-12 00:00:01.147
1148,12,7767,110,235,3,393,77,0,2022-07-12 00:00:01.148
1149,13,268,205,79,3,393,107,1,2022-07-12 00:00:01.149
1150,9,104,161,128,3,394,30,0,2022-07-12 00:00:01.150
1151,9,114,128,203,3,394,36,0,2022-07-12 00:00:01.151
1152,12,6271,208,109,3,394,51,0,2022-07-12 00:00:01.152
1153,0,3808,32,85,3,395,87,0,2022-07-12 00:00:01.153
1154,1,1399,79,208,3,395,155,0,2022-07-12 00:00:01.154
1155,1,1810,18,80,3,395,65,0,2022-07-12 00:00:01.155
1156,1,1887,80,153,3,395,175,0,2022-07-12 00:00:01.156
1157,1,876,208,35,3,395,135,0,2022-07-12 00:00:01.157
1158,4,1179,96,208,3,395,149,1,2022-07-12 00:00:01.158
1159,4,1563,241,135,3,395,150,1,2022-07-12 00:00:01.159
1160,5,1413,60,177,3,395,119,0,2022-07-12 00:00:01.160
1161,5,1490,197,85,3,395,112,0,2022-07-12 00:00:01.161
1162,5,1542,252,148,3,395,320,0,2022-07-12 00:00:01.162
1163,5,2244,243,197,3,395,229,0,2022-07-12 00:00:01.163
1164,5,2673,159,177,3,395,185,0,2022-07-12 00:00:01.164
1165,5,2946,135,197,3,395,169,1,2022-07-12 00:00:01.165
1166,6,4988,0,16,3,395,145,0,2022-07-12 00:00:01.166
1167,7,304,111,79,3,395,130,0,2022-07-12 00:00:01.167
1168,7,855,79,217,3,395,110,0,2022-07-12 00:00:01.168
1169,8,848,173,16,3,395,96,0,2022-07-12 00:00:01.169
1170,10,2878,114,80,3,395,135,0,2022-07-12 00:00:01.170
1171,10,2940,1,80,3,395,50,0,2022-07-12 00:00:01.171
1172,10,4488,69,159,3,395,100,0,2022-07-12 00:00:01.172
1173,11,6643,35,78,3,395,110,0,2022-07-12 00:00:01.173
1174,12,4458,46,261,3,395,75,0,2022-07-12 00:00:01.174
1175,12,4869,177,261,3,395,206,0,2022-07-12 00:00:01.175
1176,14,1583,216,60,3,395,102,1,2022-07-12 00:00:01.176
1177,15,1013,214,217,3,395,155,0,2022-07-12 00:00:01.177
1178,15,1147,154,258,3,395,65,0,2022-07-12 00:00:01.178
1179,15,12,173,129,3,395,160,0,2022-07-12 00:00:01.179
1180,15,134,243,79,3,395,140,0,2022-07-12 00:00:01.180
1181,15,137,244,129,3,395,50,1,2022-07-12 00:00:01.181
1182,15,178,45,35,3,395,80,0,2022-07-12 00:00:01.182
1183,15,1839,134,175,3,395,120,0,2022-07-12 00:00:01.183
1184,15,185,139,45,3,395,100,1,2022-07-12 00:00:01.184
1185,15,1949,104,277,3,395,60,0,2022-07-12 00:00:01.185
1186,15,200,45,79,3,395,255,0,2022-07-12 00:00:01.186
1187,15,2903,258,243,3,395,80,1,2022-07-12 00:00:01.187
1188,15,326,154,153,3,395,60,1,2022-07-12 00:00:01.188
1189,15,3307,22,175,3,395,160,1,2022-07-12 00:00:01.189
1190,15,3854,217,214,3,395,175,0,2022-07-12 00:00:01.190
1191,15,495,153,253,3,395,95,0,2022-07-12 00:00:01.191
1192,15,5,279,75,3,395,60,0,2022-07-12 00:00:01.192
1193,15,690,79,45,3,395,205,0,2022-07-12 00:00:01.193
1194,15,715,175,35,3,395,135,0,2022-07-12 00:00:01.194
1195,15,752,129,79,3,395,155,1,2022-07-12 00:00:01.195
1196,15,7,172,75,3,395,95,1,2022-07-12 00:00:01.196
1197,15,806,202,214,3,395,105,1,2022-07-12 00:00:01.197
1198,15,870,2,75,3,395,100,0,2022-07-12 00:00:01.198
1199,16,2091,71,135,3,395,164,0,2022-07-12 00:00:01.199
1200,5,2624,195,197,3,396,70,0,2022-07-12 00:00:01.200
1201,13,507,208,80,3,396,158,0,2022-07-12 00:00:01.201
1202,6,7130,245,208,3,397,150,0,2022-07-12 00:00:01.202
1203,13,37,173,253,3,397,369,0,2022-07-12 00:00:01.203
1204,12,6293,107,79,3,398,102,1,2022-07-12 00:00:01.204
1205,13,891,148,154,3,398,380,0,2022-07-12 00:00:01.205
1206,16,2367,76,135,3,398,171,0,2022-07-12 00:00:01.206
1207,13,394,153,208,3,399,216,0,2022-07-12 00:00:01.207
1208,13,875,136,79,3,399,101,1,2022-07-12 00:00:01.208
1209,0,3995,117,197,3,400,75,1,2022-07-12 00:00:01.209
1210,0,4360,164,197,3,400,82,0,2022-07-12 00:00:01.210
1211,1,1019,60,80,3,400,185,0,2022-07-12 00:00:01.211
1212,1,1467,198,80,3,400,100,0,2022-07-12 00:00:01.212
1213,1,1477,216,80,3,400,235,0,2022-07-12 00:00:01.213
1214,1,1789,136,80,3,400,85,0,2022-07-12 00:00:01.214
1215,1,495,183,80,3,400,195,1,2022-07-12 00:00:01.215
1216,1,536,80,16,3,400,125,0,2022-07-12 00:00:01.216
1217,2,560,214,154,3,400,137,0,2022-07-12 00:00:01.217
1218,2,573,243,214,3,400,159,0,2022-07-12 00:00:01.218
1219,2,634,214,217,3,400,158,1,2022-07-12 00:00:01.219
1220,3,423,35,213,3,400,195,0,2022-07-12 00:00:01.220
1221,4,132,243,135,3,400,190,1,2022-07-12 00:00:01.221
1222,4,762,198,135,3,400,70,0,2022-07-12 00:00:01.222
1223,5,1040,65,16,3,400,169,1,2022-07-12 00:00:01.223
1224,5,1071,184,197,3,400,83,1,2022-07-12 00:00:01.224
1225,5,1100,153,261,3,400,82,0,2022-07-12 00:00:01.225
1226,5,1308,18,16,3,400,142,0,2022-07-12 00:00:01.226
1227,5,1486,16,159,3,400,127,1,2022-07-12 00:00:01.227
1228,5,1829,119,85,3,400,70,0,2022-07-12 00:00:01.228
1229,5,2029,262,197,3,400,217,0,2022-07-12 00:00:01.229
1230,5,2381,244,16,3,400,138,0,2022-07-12 00:00:01.230
1231,5,2514,268,85,3,400,100,0,2022-07-12 00:00:01.231
1232,5,2526,104,16,3,400,123,0,2022-07-12 00:00:01.232
1233,5,2589,74,16,3,400,92,0,2022-07-12 00:00:01.233
1234,5,2998,214,148,3,400,319,0,2022-07-12 00:00:01.234
1235,6,5207,52,16,3,400,52,1,2022-07-12 00:00:01.235
1236,6,5522,136,16,3,400,129,0,2022-07-12 00:00:01.236
1237,7,110,79,197,3,400,117,0,2022-07-12 00:00:01.237
1238,7,366,79,184,3,400,133,1,2022-07-12 00:00:01.238
1239,8,1621,216,173,3,400,158,1,2022-07-12 00:00:01.239
1240,8,29,175,16,3,400,116,0,2022-07-12 00:00:01.240
1241,8,311,60,16,3,400,78,0,2022-07-12 00:00:01.241
1242,8,561,32,16,3,400,104,0,2022-07-12 00:00:01.242
1243,8,573,159,184,3,400,146,0,2022-07-12 00:00:01.243
1244,8,931,147,16,3,400,77,0,2022-07-12 00:00:01.244
1245,10,3025,154,243,3,400,45,0,2022-07-12 00:00:01.245
1246,10,3193,154,258,3,400,75,0,2022-07-12 00:00:01.246
1247,10,3315,80,146,3,400,80,0,2022-07-12 00:00:01.247
1248,10,3542,58,80,3,400,185,0,2022-07-12 00:00:01.248
1249,10,3704,91,208,3,400,175,0,2022-07-12 00:00:01.249
1250,10,4243,233,208,3,400,140,0,2022-07-12 00:00:01.250
1251,10,4355,204,208,3,400,135,0,2022-07-12 00:00:01.251
1252,12,4743,58,197,3,400,135,0,2022-07-12 00:00:01.252
1253,12,4871,29,261,3,400,121,0,2022-07-12 00:00:01.253
1254,12,6540,29,79,3,400,107,0,2022-07-12 00:00:01.254
1255,13,471,279,79,3,400,110,0,2022-07-12 00:00:01.255
1256,13,954,154,253,3,400,85,0,2022-07-12 00:00:01.256
1257,14,202,153,217,3,400,74,1,2022-07-12 00:00:01.257
1258,14,365,45,217,3,400,320,1,2022-07-12 00:00:01.258
1259,14,864,147,216,3,400,126,0,2022-07-12 00:00:01.259
1260,15,1075,244,91,3,400,90,0,2022-07-12 00:00:01.260
1261,15,1091,75,91,3,400,110,1,2022-07-12 00:00:01.261
1262,15,1122,85,79,3,400,200,1,2022-07-12 00:00:01.262
1263,15,1148,129,175,3,400,150,1,2022-07-12 00:00:01.263
1264,15,1170,202,217,3,400,115,0,2022-07-12 00:00:01.264
1265,15,1252,268,45,3,400,120,0,2022-07-12 00:00:01.265
1266,15,1482,43,173,3,400,170,1,2022-07-12 00:00:01.266
